node,spring_x,spring_y,bfs_x,bfs_y,arf_x,arf_y,spectral_x,spectral_y,force atlas_x,force atlas_y,kamada kawai_x,kamada kawai_y,random_x,random_y
cube95_cluster0,0.9680295444826958,0.43999887922553305,0.48782329620539927,0.0,12.04589557647705,1.910788655281067,-0.01690814805810664,0.9937395321558844,226.15383911132812,93.61605834960938,0.4622405473169003,-0.22388960907048552,0.9670298099517822,0.5472322702407837
cube99_cluster0,-0.046551403847173004,0.7702808467842794,0.42495752312629786,0.0,11.450318336486816,4.576402187347412,-0.08709851359989369,0.2568680780028162,-81.15685272216797,181.74903869628906,0.10925415432084627,0.34669102587551653,0.972684383392334,0.7148159742355347
cube106_cluster0,0.882369840687031,0.4184721513942323,0.46686803851236547,0.010477628846516896,5.944850921630859,-7.88578987121582,-0.016815036259011845,0.9729484138670557,218.1289520263672,96.5450210571289,0.44844185931098524,-0.17676912477642762,0.6977288126945496,0.21608950197696686
cube107_cluster0,0.9438347301682507,0.3878353721377264,0.46686803851236547,0.03143288653955069,7.210972309112549,-8.97114372253418,-0.01690345679895825,0.9927613409314643,231.56700134277344,91.19123840332031,0.5013445790167435,-0.1805495481493836,0.9762744307518005,0.006230255123227835
cube108_cluster0,1.0,0.3709925803057947,0.48782329620539927,0.02095525769303379,-6.569367408752441,-1.2501615285873413,-0.016935770133017003,0.9999999999999999,238.2572021484375,88.9432601928711,0.5250315346531846,-0.1708426721905998,0.25298234820365906,0.43479153513908386
cube123_cluster0,0.7403738554319848,0.43249936415004375,0.44591278081933167,0.010477628846516896,6.190252780914307,-6.712676048278809,-0.01650567112969684,0.9041486007114354,182.89991760253906,109.05072784423828,0.41140519986899154,-0.13821029530718548,0.7793829441070557,0.19768507778644562
cube124_cluster0,0.9454668591263532,0.3666819587527013,0.46686803851236547,0.05238814423258448,6.338284969329834,9.389409065246582,-0.01691140666037427,0.9945518931833965,235.24417114257812,88.5331802368164,0.5139827265389397,-0.19962030924017876,0.8629932403564453,0.9834007024765015
cube125_cluster0,0.9916964087760884,0.3519296815060093,0.48782329620539927,0.04191051538606758,-9.332327842712402,3.436873435974121,-0.016934609023523842,0.9997397641339233,237.29379272460938,87.28874969482422,0.5318477487581142,-0.19296883369284712,0.16384224593639374,0.5973339676856995
cube127_cluster0,-0.2984784390432537,0.6813480308702794,0.3830470077402303,0.04191051538606758,-10.83149528503418,-1.3696503639221191,0.0012512448040905009,0.2739386367955386,-166.62063598632812,191.09388732910156,0.010480943331574866,0.3159699385727545,0.008986097760498524,0.3865712881088257
cube160_cluster0,-0.10658629155513966,-0.9542826491504192,0.6345101000566358,0.010477628846516896,-7.870342254638672,8.533712387084961,-0.651316682379276,-0.1296204798498752,-186.933837890625,-95.06546020507812,0.8722609359424812,0.25464907395078606,0.04416005685925484,0.9566529393196106
cube162_cluster0,-0.4726866323202908,-0.8526151226351619,0.6345101000566358,-0.010477628846516896,-1.682222604751587,11.962498664855957,-0.7122627441314829,-0.2204155175535451,-81.51722717285156,77.48986053466797,1.0,0.4910578789069432,0.43614664673805237,0.9489772915840149
cube174_cluster0,-0.03567718246605642,-0.8789711386948795,0.613554842363602,0.02095525769303379,5.846674919128418,10.604050636291504,-0.6478451219283649,-0.1270014563299298,-174.3953857421875,-90.34088897705078,0.808542099533509,0.308027483244528,0.7863059639930725,0.8662893176078796
cube175_cluster0,-0.06098670854015811,-0.8911154785148508,0.613554842363602,0.04191051538606758,-6.338905334472656,-7.86708402633667,-0.6487666468109133,-0.12769649339048914,-179.03738403320312,-92.09954071044922,0.8228241526373361,0.2683137060744511,0.173165425658226,0.07494858652353287
cube175_cluster1,-0.3235828543470975,-0.7975982085482008,0.613554842363602,-0.04191051538606758,0.6869407296180725,-10.340361595153809,-0.7051153596094861,-0.21203562824449548,-60.931427001953125,82.47069549560547,0.9027643559312339,0.5414572007990051,0.6007426977157593,0.16797217726707458
cube176_cluster0,-0.3682844550465279,-0.7979332110165211,0.613554842363602,-0.02095525769303379,7.580816745758057,-1.378281593322754,-0.7061815632081814,-0.21328121732412958,-66.55744171142578,81.2720947265625,0.9273472496401421,0.5205008734743357,0.733380138874054,0.4084438681602478
cube188_cluster0,0.01190799748900372,-0.8299638993505146,0.5925995846705682,0.0,0.965976357460022,12.112156867980957,-0.6453346384690054,-0.12512523557133912,-163.88697814941406,-85.8468246459961,0.7728237194618174,0.3121266407129589,0.5279088020324707,0.9375715851783752
cube189_cluster0,0.03108072810421944,-0.8130989884587513,0.5925995846705682,0.02095525769303379,-0.4007878303527832,-9.174455642700195,-0.6442168273259343,-0.12429111030249775,-158.27462768554688,-83.41780853271484,0.7426033580914311,0.30315603818570513,0.521696150302887,0.10819338262081146
cube189_cluster1,-0.26437490134439773,-0.7592458822377581,0.5925995846705682,-0.02095525769303379,-9.85031509399414,1.738735556602478,-0.7022521665629445,-0.2087490848681105,-52.70441818237305,83.51506042480469,0.887571150912081,0.5248446746670626,0.15822340548038483,0.5452026724815369
cube190_cluster0,-0.3384167383181486,-0.7850768837471281,0.613554842363602,0.0,1.6804885864257812,3.6804051399230957,-0.7053338667094753,-0.21228832216667914,-63.0513916015625,82.0394058227539,0.9073285314620622,0.5058262185882167,0.5244041085243225,0.6376102566719055
cube196_cluster0,0.17737784943051418,-0.6832190635584738,0.5716443269775344,-0.04191051538606758,-5.2029829025268555,6.140566349029541,-0.6518694943058225,-0.15136281522622375,90.20755004882812,93.42900085449219,0.7229230770939581,0.5331741756117068,0.40149545669555664,0.6498051285743713
cube197_cluster0,-0.00293511218007262,-0.7159240833814471,0.5716443269775344,-0.02095525769303379,-5.344097137451172,4.00600528717041,-0.6721038314906189,-0.17422040966211044,38.440330505371094,93.63758850097656,0.8055222242249354,0.537685051695848,0.3968999981880188,0.6239160895347595
cube198_cluster0,0.1408728498793861,-0.7121581971567853,0.5716443269775344,0.02095525769303379,6.289504528045654,-9.289655685424805,-0.6336075256131515,-0.11641979516250726,-112.87244415283203,-61.854976654052734,0.697337820955236,0.32964410282894724,0.7674049735069275,0.17897391319274902
cube203_cluster0,0.2942790107874929,-0.6568701677640045,0.5716443269775344,0.0,-5.1502275466918945,0.1927616447210312,-0.6426750240182983,-0.14125007447979737,109.03710174560547,91.22034454345703,0.6729008943071259,0.5621638195233528,0.3755757808685303,0.5025330781936646
cube204_cluster0,0.2694424941457591,-0.6028617095486314,0.5506890692845007,-0.02095525769303379,4.2590250968933105,-5.277884483337402,-0.6407992141114223,-0.1396000883768986,104.95874786376953,89.34783172607422,0.6684635374357462,0.5339007904054808,0.6866670846939087,0.25367966294288635
cube205_cluster0-cube206_cluster0,0.3266728840485048,-0.5138287827777925,0.5506890692845007,0.0,3.3654332160949707,5.089539527893066,-0.6005568244471301,-0.0921391638140632,37.769657135009766,9.90744686126709,0.619531300418615,0.36839993281412814,0.554740846157074,0.6249308586120605
cube213_cluster0,0.3685775088139593,-0.5902853634741345,0.5506890692845007,0.02095525769303379,11.49958324432373,-2.662728786468506,-0.6360136919812549,-0.13421028255091605,116.43553924560547,87.32693481445312,0.6360224389506255,0.5534772719580493,0.8955011367797852,0.3628535866737366
cube213_cluster1,0.5614017548218881,-0.19493664112241624,0.5297338115914668,-0.010477628846516896,4.060564994812012,-8.672191619873047,-0.548116037361187,-0.04995534062118465,145.4792938232422,68.70954895019531,0.5126089970331325,0.4398034928488196,0.6375570893287659,0.19144640862941742
cube214_cluster0,0.4542482713915526,-0.32908990536328536,0.5297338115914668,0.010477628846516896,0.8640701770782471,-8.32137680053711,-0.5751047207712254,-0.07396386638967606,117.63980865478516,58.17683410644531,0.5743752846479245,0.3987224892864438,0.49779412150382996,0.18244540691375732
cube216_cluster0,-0.37980879266835554,0.6744252261643203,0.3830470077402303,0.0,12.186163902282715,0.88233482837677,0.00018797481890748806,0.26090636256637173,-171.22238159179688,199.77366638183594,0.05654967970488355,0.26615796413964504,0.9183830618858337,0.4318220615386963
cube223_cluster0,0.4316466129716722,-0.6695068325015737,0.5716443269775344,0.04191051538606758,9.486842155456543,-0.5604075193405151,-0.6396545347143248,-0.13717018696909714,123.41748809814453,88.02387237548828,0.628230427597324,0.60866574547304,0.8301880955696106,0.41677629947662354
cube223_cluster1,0.563140413133113,-0.10076482711267408,0.5087785538984331,-0.02095525769303379,11.948189735412598,-1.0436315536499023,-0.5356271954450919,-0.039849857020746775,149.58360290527344,75.65531158447266,0.4911283181986245,0.39948532658580566,0.9046676158905029,0.40482521057128906
cube224_cluster0,0.5539175720802814,-0.09336748310693911,0.5087785538984331,0.0,-4.836737155914307,1.8434559106826782,-0.5351808932013455,-0.039488110547118954,148.9943389892578,77.9772720336914,0.5004925874106451,0.38424078042664966,0.33117449283599854,0.572138786315918
