MSU,TPM Norm,TPM IsoForest,TPM SD,TPM SDmean,TPM MeanCorr,TPM PC1,TPM PC2,DESeq Norm,DESeq IsoForest,DESeq SD,DESeq SDmean,DESeq MeanCorr,DESeq PC1,DESeq PC2,DESeq Mock,DESeq Attack,DESeq Old,DESeq New,LFC New,LFC Attack
LOC_Os01g01307,568.5885932855284,0.026911089754851847,31.747707558691253,0.30265811359859446,0.5545950750658681,0.86693114,0.67703027,12400.64721632099,0.10878239050873639,553.8763683395852,0.23835060522128984,0.5320180268578417,0.2960921,0.484173,2022.1429982156621,2299.693289589169,2815.1935030005993,2028.176918734388,-0.1423425785239765,0.05583214546886926
LOC_Os01g01312,44.86952908874661,0.16655218049454107,2.149349243457702,0.25668171809122453,0.5408623364306888,-0.6379487,-0.14321522,4195.726795448436,0.15272722211743078,160.1372668841082,0.20218604092374234,0.49137833430504096,-0.54750896,-0.08591303,764.4551757154343,714.3210959262093,938.9945831541445,658.2483822046024,-0.02900637308115308,-0.0055383650720922575
LOC_Os01g01340,15953.78583107202,-0.32406679858818666,2279.7658113162724,1.0841349101138573,0.5053286925582957,31.154125,37.119595,610028.0235693369,-0.3213661814871728,87055.361544648,1.0810534399376495,0.5006816020695711,44.220737,56.667336,103571.06184529144,13475.53748554036,159388.10086428793,13475.53748554036,-1.0728802970747873,-0.8856642983380785
LOC_Os01g01350,23.52329585010417,0.15823542160038123,2.96704525465801,0.8559072550726438,0.49079598357972737,-0.71342224,-0.15742221,809.7740380047794,0.1546587401241435,99.95873599498778,0.8254357513731003,0.4834760237028416,-0.9023125,-0.2758432,142.96026340558655,68.48340988257375,208.72257920034133,44.60362704587889,-0.049142368449484324,-0.023461634776723167
LOC_Os01g01360,22.305701834522726,0.156956163102144,2.7967032964338916,0.8472639220284505,0.4651852586134525,-0.7192711,-0.22609381,1367.6123477155197,0.15632301499348028,175.9641432633522,0.8858636993166938,0.463021841249777,-0.88147396,-0.37434116,125.20912413475048,202.8877463857135,62.87554564629418,274.61259484871806,0.038114734543000656,0.012503556026278648
LOC_Os01g01369,236.24068954789539,0.13286676053747382,14.062380641972132,0.32461845869365114,0.5029360977613613,-0.10034709,0.1525567,8150.03868660472,0.13504248630895838,407.6024960880692,0.26875756206265144,0.45993542840100177,-0.15681398,0.1884936,1461.9634070572024,1381.8954591922748,1832.155236874591,1274.3162059987803,-0.15197392580925934,-0.023574283432528997
LOC_Os01g01380,10.671738346188883,0.16362622319384773,0.4618497067231224,0.2305621469612417,0.2974461583838801,-0.7364743,-0.20274128,868.983168571117,0.16052538121282522,43.13113234249176,0.2665848746436013,0.38471226945157033,-0.888956,-0.3242149,154.44601005656148,151.584972500013,139.92902124310214,177.18948296834583,0.004526738019460345,-0.0003584638969662964
LOC_Os01g01390,94.66468049691376,0.16117767728076338,3.674341427589757,0.20575490577589714,0.44562212976902416,-0.498022,-0.17728797,4999.799672661474,0.15598860058530922,227.20366679771786,0.2427325694226591,0.5120183825920348,-0.5020481,-0.24403279,839.3926296362115,1051.054784127126,732.2978701246893,1099.9500634026076,0.0705012712744222,0.03897070517169378
LOC_Os01g01400,7.891766856764654,0.16454579667875324,1.0202422773430073,0.8933274327488897,0.5847152176966606,-0.7484491,-0.1873114,469.3962409128347,0.1599054310602342,59.86312750875258,0.8723024120532535,0.576597112600578,-0.9295013,-0.2974676,79.56932031270513,20.555703716248363,135.01827470978446,17.532086424054285,-0.02149359169591074,-0.014217137958318226
LOC_Os01g01410,66.46886172662082,0.16621225633825387,1.8481204877822675,0.14594964979930494,0.46668146238348057,-0.5766735,-0.17775783,3864.3416560758683,0.1564268240818884,142.63792300045571,0.1952868719880166,0.5222362655923444,-0.6046266,-0.24828048,731.6343356272484,717.9490297527925,608.2637673583848,866.4073106669604,0.04397333317415295,-0.0023472186338378952
LOC_Os01g01420,392.0462788192785,0.07010752250602464,13.978097472058266,0.1884043824599128,0.533551094405119,0.3448781,-0.09896513,18790.060886797546,0.06947211185230434,852.4322540042242,0.24230122167301213,0.5569346398584154,0.7742337,0.010679909,3520.4257440237316,3904.374547045057,2598.974581245774,4152.489067548477,0.20344396959630756,0.04494415655879202
